Date/time,Receiver1,Receiver2,Receiver3,Receiver4,Generator1,Receiver5,Receiver6,Generator2,Generator3,Receiver7,Generator4,Receiver8,Generator5,Generator6,Receiver9,Receiver10,Receiver11,Receiver12,Generator7,Receiver13,Receiver14,Receiver15,Receiver16,Generator8,Generator9,Receiver17,Generator10,Receiver18,Receiver19,Receiver20,Receiver21
6-1-2021 0:00:00,599981,81626,440654,723585,324258,174922,610253,404428,293781,291839,37963,334713,821456,273689,582451,319386,69879,299507,1496769,112758,113881,57212,245880,641795,444750,96121,376743,36047,2203,87070,74675
6-1-2021 1:00:00,599981,81626,440654,723585,324258,174922,610253,404428,293781,291839,37963,334713,821456,273689,582451,319386,69879,299507,1496769,112758,113881,57212,245880,641795,444750,96121,376743,36047,2203,87070,74675
6-1-2021 1:15:00,600087,81633,440689,723613,324357,174935,610314,404428,293871,291855,37965,334725,821567,273767,582512,319388,69880,299509,1496769,112760,113881,57213,245915,641795,444750,96122,376743,36048,2203,87070,74675
6-1-2021 1:30:00,600154,81640,440721,723633,324434,174947,610367,404428,293942,291869,37966,334734,821662,273835,582567,319389,69881,299510,1496769,112762,113881,57214,245948,641795,444750,96123,376743,36048,2203,87071,74675
6-1-2021 1:45:00,600187,81647,440755,723662,324502,174960,610421,404428,294006,291884,37967,334742,821775,273890,582630,319390,69882,299512,1496769,112764,113881,57215,245987,641795,444750,96123,376743,36049,2203,87072,74676
6-1-2021 2:00:00,600219,81653,440791,723691,324566,174971,610471,404428,294065,291898,37968,334749,821882,273949,582690,319392,69882,299514,1496769,112765,113881,57216,246022,641795,444750,96124,376743,36049,2203,87073,74676
6-1-2021 2:15:00,600249,81661,440822,723718,324632,174984,610524,404428,294126,291912,37969,334757,821994,273999,582753,319393,69883,299516,1496769,112767,113881,57218,246058,641795,444750,96125,376743,36050,2203,87074,74677
6-1-2021 2:30:00,600280,81667,440857,723747,324699,174996,610573,404428,294187,291926,37970,334764,822103,274057,582815,319395,69886,299518,1496769,112769,113881,57219,246095,641795,444750,96126,376743,36050,2203,87075,74677
6-1-2021 2:45:00,600312,81674,440889,723773,324760,175008,610624,404428,294246,291939,37971,334771,822212,274115,582876,319396,69887,299520,1496769,112771,113881,57220,246128,641795,444750,96126,376743,36051,2203,87076,74678
6-1-2021 3:00:00,600343,81679,440922,723799,324829,175020,610678,404428,294310,291954,37973,334780,822321,274170,582938,319398,69889,299522,1496769,112772,113881,57221,246169,641795,444750,96127,376743,36051,2203,87076,74678
6-1-2021 3:15:00,600372,81683,440953,723828,324847,175031,610717,404428,294327,291967,37974,334789,822391,274187,582999,319399,69891,299524,1496817,112774,113881,57222,246202,641843,444750,96128,376794,36051,2203,87077,74680
6-1-2021 3:30:00,600402,81690,440982,723856,324847,175044,610773,404428,294327,291981,37975,334800,822517,274187,583062,319400,69892,299526,1496823,112776,113881,57223,246242,641849,444750,96128,376955,36052,2203,87078,74682
6-1-2021 3:45:00,600434,81698,441019,723880,324847,175057,610825,404428,294327,291995,37976,334810,822637,274187,583117,319402,69894,299530,1496823,112778,113881,57225,246280,641849,444750,96129,377124,36052,2203,87079,74684
6-1-2021 4:00:00,600464,81704,441052,723900,324847,175068,610873,404428,294327,292009,37977,334820,822766,274187,583172,319403,69896,299542,1496823,112780,113881,57226,246321,641849,444750,96130,377279,36053,2203,87080,74685
6-1-2021 4:15:00,600496,81711,441087,723930,324847,175081,610926,404428,294327,292022,37979,334830,822907,274187,583236,319405,69898,299564,1496823,112781,113881,57227,246358,641849,444750,96130,377466,36053,2203,87081,74687
6-1-2021 4:30:00,600527,81718,441121,723955,324847,175093,610978,404428,294327,292035,37980,334840,823030,274187,583292,319406,69899,299581,1496823,112783,113881,57228,246397,641849,444750,96131,377645,36054,2203,87082,74689
6-1-2021 4:45:00,600557,81724,441151,723980,324847,175104,611028,404428,294327,292048,37981,334850,823165,274187,583354,319407,69900,299598,1496823,112785,113881,57229,246436,641849,444750,96132,377812,36054,2203,87082,74691
6-1-2021 5:00:00,600588,81731,441185,724009,324847,175116,611081,404428,294327,292061,37982,334860,823295,274187,583417,319409,69902,299614,1496823,112787,113881,57230,246463,641849,444750,96132,377985,36055,2203,87083,74693
6-1-2021 5:15:00,600618,81737,441218,724036,324847,175128,611134,404428,294327,292073,37983,334870,823439,274187,583477,319410,69931,299630,1496823,112788,113881,57231,246495,641849,444750,96142,378186,36055,2203,87084,74694
6-1-2021 5:30:00,600650,81745,441256,724057,324847,175140,611189,404428,294327,292088,37984,334880,823587,274187,583530,319414,69953,299647,1496823,112790,113881,57232,246527,641849,444750,96164,378370,36055,2203,87085,74696
6-1-2021 5:45:00,600679,81754,441292,724070,324847,175154,611239,404428,294327,292101,37986,334890,823719,274187,583571,319417,69971,299662,1496823,112792,113881,57233,246561,641849,444752,96185,378556,36056,2203,87086,74698
6-1-2021 6:00:00,600714,81763,441335,724095,324847,175169,611297,404428,294327,292112,37987,334900,823824,274187,583630,319422,69994,299678,1496892,112794,113881,57234,246592,641849,444756,96214,378738,36056,2203,87087,74700
6-1-2021 6:15:00,600756,81775,441378,724135,324847,175189,611352,404428,294327,292124,37988,334910,823824,274187,583692,319426,70013,299694,1497091,112795,113881,57235,246627,641849,444768,96252,378942,36057,2203,87088,74702
6-1-2021 6:30:00,600816,81784,441424,724172,324847,175211,611403,404428,294327,292136,37989,334920,823824,274187,583751,319430,70030,299710,1497291,112797,113881,57236,246673,641849,444794,96290,379155,36057,2203,87088,74704
6-1-2021 6:45:00,600877,81793,441471,724212,324847,175236,611457,404428,294327,292149,37990,334931,823824,274187,583813,319434,70042,299726,1497490,112799,113881,57237,246706,641849,444823,96325,379343,36058,2203,87089,74706
6-1-2021 7:00:00,600937,81802,441517,724251,324847,175262,611512,404428,294327,292162,37991,334946,823824,274187,583873,319437,70053,299741,1497679,112801,113881,57238,246737,641849,444866,96362,379543,36058,2203,87090,74708
6-1-2021 7:15:00,601004,81814,441565,724293,324847,175291,611576,404428,294327,292175,37993,334966,823824,274187,583937,319442,70063,299758,1497881,112803,113881,57239,246783,641849,444931,96396,379735,36058,2203,87091,74709
6-1-2021 7:30:00,601062,81824,441613,724331,324847,175317,611639,404428,294327,292188,37994,334986,823824,274187,583995,319446,70073,299776,1498063,112804,113881,57240,246820,641849,445007,96433,379927,36059,2203,87092,74711
6-1-2021 7:45:00,601127,81832,441666,724369,324847,175347,611707,404428,294327,292209,37995,335008,823824,274187,584057,319450,70084,299801,1498257,112806,113881,57241,246860,641849,445114,96470,380106,36059,2203,87093,74714
6-1-2021 8:00:00,601187,81842,441718,724401,324847,175378,611771,404428,294327,292229,37996,335029,823824,274187,584110,319454,70100,299826,1498433,112808,113881,57242,246888,641849,445208,96505,380288,36060,2203,87093,74717
6-1-2021 8:15:00,601243,81853,441766,724436,324847,175407,611834,404428,294327,292247,37997,335051,823824,274187,584166,319458,70125,299850,1498605,112810,113881,57243,246926,641849,445336,96544,380469,36060,2203,87094,74721
6-1-2021 8:30:00,601298,81866,441815,724485,324847,175439,611902,404428,294327,292265,37998,335073,823824,274187,584227,319464,70149,299897,1498794,112811,113881,57245,246967,641849,445494,96581,380650,36061,2203,87095,74724
6-1-2021 8:45:00,601342,81877,441865,724536,324847,175474,611961,404428,294327,292288,38000,335092,823824,274187,584286,319471,70170,299937,1498951,112813,113881,57246,246997,641849,445630,96589,380815,36061,2203,87096,74726
6-1-2021 9:00:00,601369,81889,441912,724587,324847,175510,612017,404428,294327,292314,38001,335113,823824,274187,584349,319516,70189,299991,1499118,112815,113881,57247,247012,641849,445788,96590,380974,36062,2204,87097,74728
6-1-2021 9:15:00,601398,81903,441960,724667,324847,175547,612081,404428,294327,292342,38002,335133,823824,274187,584389,319553,70214,300064,1499286,112817,113881,57248,247035,641849,445962,96591,381152,36062,2204,87097,74731
6-1-2021 9:30:00,601424,81915,442010,724739,324847,175582,612149,404428,294327,292378,38003,335155,823824,274187,584445,319613,70241,300134,1499465,112819,113881,57249,247056,641849,446182,96591,381316,36062,2204,87098,74733
6-1-2021 9:45:00,601452,81928,442063,724809,324847,175619,612219,404428,294327,292418,38004,335178,823824,274187,584506,319656,70271,300201,1499635,112820,113881,57251,247098,641849,446403,96592,381493,36063,2204,87099,74738
6-1-2021 10:00:00,601479,81941,442115,724891,324847,175655,612283,404428,294327,292456,38005,335200,823824,274187,584564,319698,70300,300270,1499793,112822,113881,57252,247134,641849,446669,96592,381660,36063,2204,87100,74743
6-1-2021 10:15:00,601503,81956,442166,724973,324847,175688,612347,404428,294327,292490,38007,335224,823824,274187,584627,319784,70334,300326,1499981,112851,113881,57253,247167,641849,446944,96593,381836,36064,2204,87101,74747
6-1-2021 10:30:00,601532,81970,442224,725062,324847,175723,612415,404428,294327,292528,38008,335246,823824,274187,584687,319886,70369,300373,1500162,112887,113881,57254,247204,641849,447235,96594,382030,36064,2204,87102,74752
6-1-2021 10:45:00,601559,81985,442282,725159,324847,175758,612480,404428,294327,292564,38009,335270,823824,274187,584745,320008,70411,300441,1500392,112926,113881,57256,247246,641849,447554,96609,382248,36065,2204,87102,74756
6-1-2021 11:00:00,601605,81996,442347,725292,324847,175794,612542,404428,294327,292626,38010,335289,823824,274187,584803,320135,70454,300518,1500635,112965,113881,57257,247287,641849,447865,96631,382507,36065,2204,87103,74761
6-1-2021 11:15:00,601654,82008,442404,725389,324847,175826,612600,404428,294327,292690,38011,335310,823824,274187,584863,320231,70491,300584,1500874,113004,113881,57258,247326,641849,448205,96671,382744,36066,2204,87104,74767
6-1-2021 11:30:00,601707,82021,442464,725502,324859,175858,612659,404565,294334,292740,38012,335328,823824,274194,584927,320349,70531,300655,1501110,113034,113881,57260,247368,641849,448358,96699,382962,36066,2204,87105,74771
6-1-2021 11:45:00,601759,82037,442526,725617,324877,175895,612721,404920,294338,292793,38014,335349,823824,274200,584986,320460,70562,300730,1501320,113063,113881,57261,247411,641849,448358,96736,383190,36066,2204,87106,74776
6-1-2021 12:00:00,601809,82052,442586,725726,324895,175929,612784,405278,294342,292852,38015,335369,823824,274207,585033,320576,70601,300802,1501552,113098,113881,57262,247450,641849,448358,96778,383423,36067,2204,87107,74781
6-1-2021 12:15:00,601861,82068,442650,725830,324912,175963,612850,405618,294344,292918,38016,335389,823824,274211,585079,320700,70644,300872,1501778,113137,113881,57263,247484,641849,448358,96816,383634,36067,2204,87108,74786
6-1-2021 12:30:00,601911,82082,442711,725936,324927,175997,612913,405982,294346,292982,38017,335408,823824,274216,585120,320818,70683,300941,1501996,113173,113881,57265,247516,641849,448358,96857,383866,36068,2204,87108,74790
6-1-2021 12:45:00,601964,82096,442776,726047,324940,176033,612978,406324,294348,293049,38018,335428,823824,274219,585167,320943,70722,301017,1502229,113211,113881,57266,247550,641849,448358,96892,384085,36068,2204,87109,74795
6-1-2021 13:00:00,602011,82107,442828,726149,324941,176060,613022,406361,294348,293108,38019,335444,823893,274219,585211,321045,70749,301092,1502360,113245,113881,57267,247572,641938,448598,96912,384230,36069,2204,87110,74798
6-1-2021 13:15:00,602062,82121,442888,726221,324941,176098,613084,406361,294348,293146,38021,335462,823893,274219,585265,321112,70786,301153,1502529,113272,113881,57269,247602,641938,448934,96950,384387,36069,2204,87112,74800
6-1-2021 13:30:00,602116,82137,442946,726275,324941,176134,613145,406361,294348,293171,38022,335479,823893,274219,585326,321142,70827,301206,1502679,113278,113881,57270,247639,641938,449208,96986,384540,36070,2204,87113,74802
6-1-2021 13:45:00,602168,82152,442997,726345,324941,176169,613206,406361,294348,293201,38023,335496,823893,274219,585385,321157,70863,301275,1502826,113280,113881,57272,247684,641938,449530,97026,384696,36070,2204,87115,74804
6-1-2021 14:00:00,602218,82167,443053,726420,324941,176205,613271,406361,294348,293240,38024,335513,823893,274219,585446,321173,70906,301347,1502986,113282,113881,57273,247727,641938,449846,97065,384848,36070,2204,87116,74806
6-1-2021 14:15:00,602271,82180,443108,726496,324941,176239,613330,406361,294348,293292,38025,335529,823893,274219,585495,321184,70947,301420,1503139,113283,113881,57275,247763,641938,450141,97101,385011,36071,2204,87118,74808
6-1-2021 14:30:00,602322,82195,443157,726562,324941,176274,613393,406361,294348,293341,38026,335546,823893,274219,585546,321199,70988,301492,1503300,113285,113881,57276,247799,641938,450434,97140,385163,36071,2204,87119,74810
6-1-2021 14:45:00,602374,82210,443210,726628,324941,176308,613455,406361,294348,293388,38028,335563,823893,274219,585603,321208,71027,301553,1503458,113287,113881,57277,247831,641938,450683,97172,385332,36072,2204,87120,74812
6-1-2021 15:00:00,602422,82221,443256,726702,324941,176341,613512,406361,294348,293432,38029,335580,823893,274219,585667,321215,71069,301627,1503628,113289,113881,57279,247878,641938,450965,97199,385488,36072,2204,87121,74814
6-1-2021 15:15:00,602476,82232,443306,726793,324941,176377,613575,406361,294348,293482,38030,335596,823893,274219,585729,321220,71107,301702,1503788,113290,113881,57280,247911,641938,451226,97213,385653,36073,2204,87122,74816
6-1-2021 15:30:00,602525,82245,443353,726864,324941,176412,613636,406361,294348,293532,38031,335611,823893,274219,585789,321225,71145,301769,1503941,113292,113881,57282,247952,641938,451484,97214,385815,36073,2204,87122,74817
6-1-2021 15:45:00,602572,82257,443399,726931,324941,176444,613693,406361,294348,293585,38032,335627,823893,274219,585851,321230,71186,301834,1504106,113294,113881,57283,247995,641938,451722,97215,385972,36074,2204,87123,74817
6-1-2021 16:00:00,602597,82270,443445,726998,324941,176477,613754,406361,294348,293634,38033,335641,823893,274219,585904,321237,71225,301899,1504267,113296,113881,57285,248034,641938,451900,97215,386142,36074,2204,87124,74817
6-1-2021 16:15:00,602619,82282,443491,727076,324941,176505,613812,406361,294348,293680,38035,335656,823893,274219,585963,321243,71267,301977,1504442,113298,113881,57286,248070,641938,452099,97216,386307,36075,2204,87125,74817
6-1-2021 16:30:00,602642,82294,443538,727159,324941,176533,613876,406361,294348,293733,38036,335670,823893,274219,586022,321245,71306,302053,1504609,113299,113881,57287,248104,641938,452281,97217,386486,36075,2204,87126,74818
6-1-2021 16:45:00,602663,82305,443581,727232,324941,176558,613932,406361,294348,293785,38037,335685,823893,274219,586079,321246,71337,302132,1504794,113301,113881,57289,248132,641938,452438,97217,386671,36075,2204,87127,74818
6-1-2021 17:00:00,602685,82317,443628,727297,324941,176585,613993,406361,294348,293839,38038,335699,823893,274219,586141,321248,71380,302190,1504977,113303,113881,57290,248174,641938,452576,97218,386840,36076,2204,87128,74818
6-1-2021 17:15:00,602705,82330,443671,727323,324941,176606,614055,406361,294348,293883,38039,335716,823897,274219,586201,321250,71421,302211,1505123,113305,113881,57292,248210,641938,452677,97219,387001,36076,2204,87128,74820
6-1-2021 17:30:00,602727,82343,443712,727350,324941,176626,614112,406361,294348,293914,38040,335732,824026,274219,586261,321252,71462,302222,1505303,113306,113881,57293,248249,641938,452763,97220,387001,36077,2204,87129,74822
6-1-2021 17:45:00,602748,82357,443752,727379,324941,176647,614171,406361,294348,293941,38042,335746,824155,274219,586325,321254,71504,302231,1505472,113308,113881,57294,248261,641938,452824,97220,387001,36077,2204,87130,74824
6-1-2021 18:00:00,602768,82370,443790,727396,324941,176665,614227,406361,294348,293967,38043,335762,824268,274219,586371,321255,71544,302239,1505622,113310,113881,57296,248273,641938,452878,97221,387001,36078,2204,87131,74826
6-1-2021 18:15:00,602792,82384,443828,727424,324941,176684,614284,406361,294348,293993,38044,335778,824395,274219,586434,321257,71574,302246,1505788,113312,113881,57297,248280,641938,452920,97222,387001,36078,2204,87132,74828
6-1-2021 18:30:00,602812,82395,443862,727451,324941,176701,614339,406361,294348,294014,38045,335792,824513,274219,586494,321259,71602,302248,1505944,113313,113881,57298,248294,641938,452955,97222,387001,36079,2204,87133,74830
6-1-2021 18:45:00,602831,82406,443899,727479,324941,176716,614397,406361,294348,294036,38046,335808,824635,274219,586557,321260,71626,302251,1506105,113315,113881,57299,248303,641938,452981,97223,387001,36079,2204,87134,74832
6-1-2021 19:00:00,602862,82416,443933,727506,324941,176730,614452,406361,294348,294054,38047,335824,824752,274219,586617,321261,71639,302252,1506260,113317,113881,57301,248310,641938,452998,97224,387001,36080,2204,87134,74834
6-1-2021 19:15:00,602949,82427,443967,727534,324941,176744,614503,406361,294348,294069,38049,335838,824893,274219,586675,321263,71645,302254,1506446,113319,113881,57302,248324,641938,453008,97224,387001,36080,2204,87135,74835
6-1-2021 19:30:00,603030,82438,443997,727558,324941,176759,614557,406361,294348,294085,38050,335853,825036,274219,586734,321265,71652,302256,1506635,113321,113881,57303,248332,641938,453013,97225,387001,36080,2204,87136,74837
6-1-2021 19:45:00,603118,82449,444032,727583,324941,176772,614611,406361,294348,294098,38051,335868,825173,274219,586790,321266,71657,302258,1506815,113322,113881,57304,248337,641938,453015,97226,387001,36081,2204,87137,74839
6-1-2021 20:00:00,603200,82460,444065,727608,324941,176786,614671,406361,294348,294112,38052,335883,825320,274219,586851,321268,71663,302260,1507010,113324,113881,57305,248343,641938,453015,97226,387001,36081,2204,87138,74841
6-1-2021 20:15:00,603297,82469,444097,727633,325016,176799,614725,406361,294416,294125,38053,335896,825406,274281,586908,321269,71664,302262,1507046,113326,113881,57306,248352,641938,453015,97227,387001,36082,2204,87138,74842
6-1-2021 20:30:00,603399,82478,444127,727660,325102,176811,614784,406361,294495,294140,38054,335916,825520,274351,586972,321271,71665,302264,1507046,113328,113881,57307,248358,641938,453015,97228,387001,36082,2204,87139,74844
6-1-2021 20:45:00,603527,82488,444162,727684,325204,176822,614848,406361,294587,294155,38056,335936,825621,274435,587028,321272,71666,302266,1507046,113329,113881,57308,248363,641938,453015,97228,387001,36083,2204,87141,74846
6-1-2021 21:00:00,603657,82497,444192,727694,325303,176833,614906,406361,294671,294170,38057,335954,825688,274520,587063,321274,71667,302268,1507046,113331,113881,57310,248368,641938,453015,97229,387001,36083,2204,87141,74848
6-1-2021 21:15:00,603782,82508,444220,727704,325398,176844,614968,406361,294763,294185,38058,335974,825739,274599,587083,321275,71668,302270,1507046,113333,113881,57311,248377,641938,453015,97230,387001,36084,2204,87142,74849
6-1-2021 21:30:00,603915,82518,444251,727714,325499,176856,615032,406361,294855,294196,38059,335993,825783,274684,587099,321277,71668,302272,1507046,113335,113881,57311,248382,641938,453015,97231,387001,36084,2204,87143,74851
6-1-2021 21:45:00,604040,82527,444279,727724,325593,176866,615091,406361,294940,294206,38060,336012,825820,274762,587109,321279,71669,302274,1507046,113336,113881,57312,248387,641938,453015,97231,387001,36085,2204,87144,74853
6-1-2021 22:00:00,604163,82537,444311,727734,325689,176878,615149,406361,295027,294217,38061,336031,825857,274842,587119,321280,71670,302276,1507046,113338,113881,57314,248393,641938,453015,97232,387001,36085,2204,87144,74855
6-1-2021 22:15:00,604217,82544,444336,727743,325697,176888,615193,406361,295034,294227,38063,336048,825915,274850,587128,321281,71671,302278,1507104,113340,113881,57315,248401,641938,453015,97232,387076,36085,2204,87145,74857
6-1-2021 22:30:00,604284,82555,444366,727753,325697,176900,615261,406361,295034,294238,38064,336068,826022,274850,587136,321283,71672,302280,1507104,113342,113881,57316,248406,641938,453015,97233,387206,36086,2204,87146,74859
6-1-2021 22:45:00,604349,82565,444399,727763,325697,176912,615325,406361,295034,294248,38065,336088,826124,274850,587144,321284,71673,302282,1507104,113343,113881,57316,248411,641938,453015,97234,387346,36086,2204,87147,74861
6-1-2021 23:00:00,604411,82574,444426,727772,325697,176922,615383,406361,295034,294258,38066,336108,826222,274850,587151,321286,71674,302283,1507104,113345,113881,57317,248416,641938,453015,97234,387483,36087,2204,87148,74862
6-1-2021 23:15:00,604465,82582,444455,727783,325697,176934,615443,406361,295034,294268,38067,336126,826320,274850,587159,321287,71674,302286,1507104,113347,113881,57318,248425,641938,453015,97235,387605,36087,2204,87149,74864
6-1-2021 23:30:00,604500,82589,444484,727792,325697,176945,615499,406361,295034,294277,38068,336144,826402,274850,587166,321288,71675,302287,1507104,113349,113881,57319,248430,641938,453015,97236,387722,36088,2204,87150,74866
6-1-2021 23:45:00,604537,82600,444514,727802,325697,176956,615561,406361,295034,294288,38070,336163,826493,274850,587173,321290,71676,302289,1507104,113351,113881,57320,248435,641938,453015,97236,387834,36088,2204,87150,74868
6-2-2021 0:00:00,604569,82610,444544,727812,325697,176967,615618,406361,295034,294297,38071,336179,826577,274850,587180,321291,71677,302291,1507104,113352,113881,57321,248440,641938,453015,97237,387952,36089,2204,87151,74869
6-2-2021 0:15:00,604597,82620,444574,727822,325697,176978,615673,406361,295034,294307,38072,336193,826649,274850,587188,321293,71678,302293,1507104,113354,113881,57322,248450,641938,453015,97238,388061,36089,2204,87152,74871
6-2-2021 0:30:00,604614,82630,444604,727832,325697,176990,615727,406361,295034,294317,38073,336206,826649,274850,587195,321294,71679,302295,1507104,113356,113881,57323,248455,641938,453015,97239,388240,36089,2204,87153,74873
6-2-2021 0:45:00,604630,82639,444632,727842,325697,177000,615777,406361,295034,294326,38074,336221,826649,274850,587202,321296,71680,302297,1507104,113358,113881,57324,248460,641938,453015,97239,388414,36090,2204,87154,74875
6-2-2021 1:00:00,604646,82649,444658,727852,325697,177011,615829,406361,295034,294336,38076,336235,826649,274850,587209,321297,71680,302299,1507104,113360,113881,57324,248465,641938,453015,97240,388579,36090,2204,87155,74877
6-2-2021 1:15:00,604662,82659,444691,727862,325697,177022,615880,406361,295034,294345,38077,336248,826649,274850,587216,321299,71681,302301,1507104,113361,113881,57325,248473,641938,453015,97240,388759,36091,2204,87156,74879
6-2-2021 1:30:00,604679,82669,444719,727872,325697,177033,615934,406361,295034,294355,38078,336262,826649,274850,587223,321300,71682,302303,1507104,113363,113881,57326,248478,641938,453015,97241,388926,36091,2204,87156,74881
6-2-2021 1:45:00,604696,82678,444748,727882,325697,177044,615984,406361,295034,294364,38079,336275,826649,274850,587230,321301,71683,302305,1507104,113365,113881,57327,248483,641938,453015,97242,389102,36092,2204,87157,74883
6-2-2021 2:00:00,604711,82688,444777,727893,325697,177055,616036,406361,295034,294374,38080,336290,826649,274850,587256,321303,71684,302307,1507104,113367,113881,57328,248492,641938,453015,97243,389283,36092,2204,87158,74884
6-2-2021 2:15:00,604727,82699,444810,727917,325697,177066,616087,406361,295034,294383,38081,336303,826649,274850,587315,321305,71685,302313,1507104,113368,113881,57329,248497,641938,453015,97243,389530,36093,2204,87159,74887
6-2-2021 2:30:00,604743,82710,444842,727945,325697,177077,616135,406361,295034,294394,38083,336317,826649,274850,587382,321306,71686,302321,1507104,113370,113881,57329,248502,641938,453015,97244,389799,36093,2204,87160,74888
6-2-2021 2:45:00,604759,82720,444871,727971,325697,177088,616186,406361,295034,294407,38084,336331,826649,274850,587445,321307,71686,302346,1507104,113372,113881,57330,248507,641938,453015,97245,390060,36093,2204,87161,74890
6-2-2021 3:00:00,604776,82731,444904,727999,325697,177099,616238,406361,295034,294421,38085,336344,826649,274850,587505,321309,71687,302370,1507104,113374,113881,57331,248513,641938,453015,97245,390341,36094,2204,87162,74892
6-2-2021 3:15:00,604792,82740,444934,728023,325697,177110,616286,406361,295034,294435,38086,336358,826649,274850,587565,321310,71688,302393,1507104,113375,113881,57332,248521,641938,453015,97246,390597,36094,2204,87162,74894
6-2-2021 3:30:00,604809,82749,444964,728052,325697,177121,616342,406361,295034,294455,38087,336372,826650,274850,587625,321312,71689,302417,1507104,113377,113881,57333,248526,641938,453015,97247,390887,36095,2204,87163,74896
6-2-2021 3:45:00,604825,82758,444995,728078,325697,177131,616391,406361,295034,294475,38088,336385,826769,274850,587686,321313,71690,302454,1507104,113379,113881,57334,248530,641938,453015,97247,391041,36095,2204,87164,74897
6-2-2021 4:00:00,604842,82768,445026,728105,325697,177143,616442,406361,295034,294497,38090,336399,826896,274850,587746,321315,71691,302492,1507104,113381,113881,57335,248537,641938,453015,97248,391210,36096,2204,87165,74899
6-2-2021 4:15:00,604877,82778,445058,728133,325697,177154,616492,406361,295034,294517,38091,336412,827030,274850,587807,321317,71691,302527,1507104,113383,113881,57335,248545,641938,453015,97248,391391,36096,2204,87165,74901
6-2-2021 4:30:00,604927,82787,445089,728171,325697,177164,616541,406361,295034,294537,38092,336426,827083,274850,587864,321318,71692,302572,1507229,113384,113881,57336,248550,641938,453015,97249,391542,36097,2204,87166,74902
6-2-2021 4:45:00,604980,82796,445116,728225,325697,177175,616592,406361,295034,294557,38093,336440,827083,274850,587923,321319,71693,302620,1507401,113386,113881,57337,248554,641938,453015,97250,391724,36097,2204,87167,74904
6-2-2021 5:00:00,605029,82804,445155,728263,325697,177186,616642,406361,295034,294577,38094,336454,827083,274850,587984,321321,71707,302648,1507581,113388,113881,57338,248559,641938,453015,97251,391894,36097,2204,87168,74906
6-2-2021 5:15:00,605082,82815,445190,728316,325697,177198,616693,406361,295034,294598,38095,336469,827083,274850,588047,321323,71737,302695,1507786,113390,113881,57339,248568,641938,453015,97253,392099,36098,2204,87169,74908
6-2-2021 5:30:00,605134,82826,445231,728379,325697,177210,616744,406361,295034,294620,38097,336485,827083,274850,588108,321324,71764,302748,1508004,113398,113881,57339,248572,641938,453015,97270,392330,36098,2204,87170,74912
6-2-2021 5:45:00,605188,82839,445273,728446,325697,177225,616796,406361,295034,294647,38098,336532,827083,274850,588171,321326,71791,302807,1508247,113400,113881,57340,248577,641938,453017,97279,392553,36099,2204,87178,74937
6-2-2021 6:00:00,605243,82852,445314,728505,325697,177243,616850,406361,295034,294680,38099,336559,827083,274850,588232,321327,71819,302856,1508476,113401,113881,57341,248585,641938,453024,97295,392788,36099,2204,87185,74947
6-2-2021 6:15:00,605298,82865,445354,728562,325697,177266,616901,406361,295034,294711,38100,336586,827083,274850,588291,321328,71850,302909,1508707,113403,113881,57342,248597,641938,453041,97320,393035,36100,2204,87189,74957
6-2-2021 6:30:00,605358,82880,445398,728629,325697,177292,616953,406361,295034,294746,38101,336623,827083,274850,588334,321330,71892,302979,1508961,113405,113881,57343,248605,641938,453068,97347,393274,36100,2205,87198,74971
6-2-2021 6:45:00,605413,82893,445444,728673,325697,177318,617004,406361,295034,294782,38103,336659,827083,274850,588364,321332,71933,303034,1509193,113432,113881,57344,248613,641938,453109,97384,393519,36100,2206,87208,74985
6-2-2021 7:00:00,605472,82907,445489,728724,325697,177345,617059,406361,295034,294812,38104,336697,827083,274850,588389,321336,71974,303095,1509429,113454,113881,57345,248626,641938,453165,97425,393743,36101,2206,87217,75001
6-2-2021 7:15:00,605531,82921,445535,728780,325697,177371,617115,406361,295034,294840,38105,336739,827083,274850,588413,321340,72013,303157,1509641,113456,113881,57346,248634,641938,453236,97461,393969,36101,2207,87233,75016
6-2-2021 7:30:00,605589,82933,445581,728838,325697,177399,617173,406361,295034,294871,38106,336783,827083,274850,588437,321344,72054,303226,1509863,113458,113881,57346,248643,641938,453330,97501,394173,36102,2208,87249,75029
6-2-2021 7:45:00,605649,82944,445629,728887,325697,177430,617229,406361,295034,294908,38107,336820,827083,274850,588461,321347,72097,303288,1510062,113459,113881,57347,248655,641938,453431,97535,394378,36102,2210,87260,75044
6-2-2021 8:00:00,605708,82956,445677,728949,325697,177457,617281,406361,295034,294945,38108,336853,827083,274850,588484,321350,72136,303354,1510260,113461,113881,57348,248676,641938,453562,97574,394589,36103,2210,87271,75055
6-2-2021 8:15:00,605780,82969,445719,728991,325761,177485,617338,406478,295090,294994,38110,336888,827083,274903,588509,321354,72178,303412,1510371,113463,113881,57349,248703,641938,453579,97600,394691,36103,2211,87281,75066
6-2-2021 8:30:00,605869,82984,445766,729053,325838,177517,617399,406654,295155,295030,38111,336928,827083,274967,588532,321357,72216,303475,1510464,113465,113881,57350,248718,641938,453579,97633,394790,36104,2212,87297,75079
6-2-2021 8:45:00,605952,82997,445810,729092,325906,177550,617456,406837,295211,295067,38112,336972,827083,275023,588556,321360,72256,303531,1510548,113467,113881,57351,248733,641938,453579,97668,394869,36104,2212,87313,75091
